"","solID","channels","date_min","date_max","periods","constr_low","constr_up","histSpend","histSpendTotal","initSpendUnitTotal","initSpendUnit","initSpendShare","initResponseUnit","initResponseUnitTotal","initRoiUnit","expSpendTotal","expSpendUnitTotal","expSpendUnitDelta","optmSpendUnit","optmSpendUnitDelta","optmSpendUnitTotal","optmSpendUnitTotalDelta","optmSpendShareUnit","optmResponseUnit","optmResponseUnitTotal","optmRoiUnit","optmResponseUnitLift","optmResponseUnitTotalLift"
"1","5_740_8","FB_28_similar_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,3973402,136672754,1007834.01491036,21023.291005291,0.0208598744379161,1.59807731962754,38.2070516077363,7.60146125183417e-05,730000,730000,-0.275674377724859,25227.9492063492,0.2,730000.000000008,-0.27567437772485,0.0345588345292451,2.25501091054167,26.7000587376362,8.93854229726348e-05,0.411077475942932,-0.301174583902467
"2","5_740_8","FB_30_broad_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,3712528,136672754,1007834.01491036,8735.36,0.00866745899698271,0.033346334787558,38.2070516077363,3.8173967400952e-06,730000,730000,-0.275674377724859,6114.752,-0.3,730000.000000008,-0.27567437772485,0.00837637260273963,0.0198712165423942,26.7000587376362,3.24971749343132e-06,-0.404095932311924,-0.301174583902467
"3","5_740_8","FB_30_retarg_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,1076176,136672754,1007834.01491036,2809.8590078329,0.00278801763610134,0.321750758681769,38.2070516077363,0.000114507794798544,730000,730000,-0.275674377724859,3371.83080939948,0.2,730000.000000008,-0.27567437772485,0.00461894631424581,0.526531026502527,26.7000587376362,0.000156155826394001,0.636456208090242,-0.301174583902467
"4","5_740_8","FB_30_similar_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,9915433,136672754,1007834.01491036,25359.1636828645,0.0251620438561205,0.675915625769875,38.2070516077363,2.66537033406429e-05,730000,730000,-0.275674377724859,17751.4145780051,-0.3,730000.000000008,-0.27567437772485,0.0243170062712396,0.257445367154508,26.7000587376362,1.45028085521418e-05,-0.619116118433755,-0.301174583902467
"5","5_740_8","FB_40_retarg_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,892444,136672754,1007834.01491036,2479.01111111111,0.0024597414598391,0.000786880684012895,38.2070516077363,3.17417167065544e-07,730000,730000,-0.275674377724859,1735.30777777778,-0.3,730000.000000008,-0.27567437772485,0.00237713394216131,0.000282176711543143,26.7000587376362,1.62609028298425e-07,-0.641398350123283,-0.301174583902467
"6","5_740_8","FB_40_similar_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,6054607,136672754,1007834.01491036,10385.2607204117,0.0103045348408243,0.74542162192149,38.2070516077363,7.17768809074195e-05,730000,730000,-0.275674377724859,11209.4508371077,0.0793615238831824,730000.000000008,-0.27567437772485,0.0153554121056268,0.81106409714631,26.7000587376362,7.23553819836891e-05,0.0880608682313408,-0.301174583902467
"7","5_740_8","FB_50_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,92379,136672754,1007834.01491036,3421.44444444444,0.00339484914561924,0.10241013463274,38.2070516077363,2.99318420321067e-05,730000,730000,-0.275674377724859,2395.01111111111,-0.3,730000.000000008,-0.27567437772485,0.00328083713850833,0.0373384424419433,26.7000587376362,1.5590091531818e-05,-0.635402857580012,-0.301174583902467
"8","5_740_8","FB_female_other_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,49052834,136672754,1007834.01491036,75004.3333333333,0.0744213156369846,2.93095104682561,38.2070516077363,3.90770895036146e-05,730000,730000,-0.275674377724859,52503.0333333333,-0.3,730000.000000008,-0.27567437772485,0.0719219634703188,2.47764629746396,26.7000587376362,4.71905362445211e-05,-0.154661317135475,-0.301174583902467
"9","5_740_8","FB_male_other_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,27575823,136672754,1007834.01491036,40792.6375739645,0.0404755515000084,4.98618685884911,38.2070516077363,0.000122232519282634,730000,730000,-0.275674377724859,28554.8463017751,-0.3,730000.000000008,-0.27567437772485,0.0391162278106504,4.41980380077254,26.7000587376362,0.000154782965877767,-0.113590419715497,-0.301174583902467
"10","5_740_8","FB_u25_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,366344,136672754,1007834.01491036,8935.21951219512,0.00886576497717221,0.13334750817684,38.2070516077363,1.49238088661215e-05,730000,730000,-0.275674377724859,6254.65365853659,-0.3,730000.000000008,-0.27567437772485,0.00856801871032399,0.0898463032345049,26.7000587376362,1.4364712762613e-05,-0.326224355723583,-0.301174583902467
"11","5_740_8","FB_undefined_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,30309208,136672754,1007834.01491036,45170.2056631893,0.0448190922264187,4.71884160941733,38.2070516077363,0.00010446801249043,730000,730000,-0.275674377724859,35086.5424264139,-0.223237045054965,730000.000000008,-0.27567437772485,0.0480637567485116,3.98677898022354,26.7000587376362,0.000113627012082622,-0.15513608842747,-0.301174583902467
"12","5_740_8","Google_Proslisting_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,1391576,136672754,1007834.01491036,10384.8955223881,0.0103041724815289,2.46487002545618,38.2070516077363,0.000237351451455852,730000,730000,-0.275674377724859,12461.8746268657,0.2,730000.000000008,-0.27567437772485,0.0170710611326925,2.76472076896055,26.7000587376362,0.000221854323827034,0.121649718000394,-0.301174583902467
"13","5_740_8","Influencer_big_fix_S",2020-05-06,2022-03-31,"695 days",0.7,1.2,2260000,136672754,1007834.01491036,753333.333333333,0.747477582804484,19.4951458829062,38.2070516077363,2.58785122339463e-05,730000,730000,-0.275674377724859,527333.333333333,-0.3,730000.000000008,-0.27567437772485,0.722374429223736,9.05371934994025,26.7000587376362,1.71688736092419e-05,-0.535591095120825,-0.301174583902467
